ClipName,Record#,Signaller,SigAge,AgeClass,SigRankElo,Recipient,RecAge,RecAgeClass,Parous,Conception,SexRatio,SequenceID,SequenceSize,SequenceYN,Gesture,p,Context,Duration,Category,TypeN
15.145,680,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,122,2,Y,Shake arm,0.003571429,Consortship,1.04,Manual,1
15.148,682,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,123,3,Y,Hit object/ground with object,0.023214286,Consortship,0.6,Manual,1
15.148,683,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,123,3,Y,Object shake,0.473214286,Consortship,1.8,Manual,1
15.148,684,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,123,3,Y,Stomp 2-feet object/ground,0.005357143,Consortship,1.52,Manual,1
15.148,685,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,124,1,N,Hit object/ground with object,0.023214286,Consortship,2.2,Manual,1
15.148,686,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,125,1,N,Hit object/ground with object,0.023214286,Consortship,0.44,Manual,1
15.148,687,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Hit object/ground,0.082142857,Consortship,1.04,Manual,1
15.148,688,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Hit object/ground,0.082142857,Consortship,0.88,Manual,1
15.148,689,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Object shake,0.473214286,Consortship,3.04,Manual,1
15.148,690,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Object shake,0.473214286,Consortship,1.16,Manual,1
15.148,692,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Object shake,0.473214286,Consortship,2.72,Manual,1
15.148,691,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,126,6,Y,Stomp object/ground,0.042857143,Consortship,0.28,Manual,1
15.148,693,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,127,1,N,Object shake,0.473214286,Consortship,2.04,Manual,1
15.15,696,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,128,3,Y,Object shake,0.473214286,Consortship,2.12,Manual,1
15.15,695,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,128,3,Y,Swing,0.039285714,Consortship,0.48,Manual,1
15.15,699,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,129,2,Y,Object shake,0.473214286,Consortship,1.24,Manual,1
15.15,698,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,129,2,Y,Swing,0.039285714,Consortship,1.16,Manual,1
15.151,700,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,130,2,Y,Object move,0.082142857,Consortship,3.32,Manual,1
15.151,701,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,130,2,Y,Object shake,0.473214286,Consortship,2.32,Manual,1
15.151,703,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,131,2,Y,Hit object/ground,0.082142857,Consortship,0.88,Manual,1
15.151,702,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,131,2,Y,Swing: with object,0.007142857,Consortship,0.92,Manual,1
15.151,705,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,132,2,Y,Object move,0.082142857,Consortship,1.4,Manual,1
15.151,704,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,132,2,Y,Object shake,0.473214286,Consortship,1.2,Manual,1
15.163,709,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,136,1,N,Object shake,0.473214286,Consortship,2.88,Manual,1
15.163,710,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,137,1,N,Object shake,0.473214286,Consortship,2.12,Manual,1
15.164,711,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,138,2,Y,Object shake,0.473214286,Consortship,2.36,Manual,1
15.164,712,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,138,2,Y,Object shake,0.473214286,Consortship,4.84,Manual,1
15.164,713,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,139,1,N,Object shake,0.473214286,Consortship,2.2,Manual,1
15.173,715,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,140,2,Y,Hit object/ground with object,0.023214286,Consortship,0.8,Manual,1
15.173,716,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,140,2,Y,Object shake,0.473214286,Consortship,4.96,Manual,1
15.173,717,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,141,1,N,Object shake,0.473214286,Consortship,5.04,Manual,1
15.173,718,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,142,1,N,Hit object/ground with object,0.023214286,Consortship,10.28,Manual,1
15.173,720,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,143,2,Y,Hit object/ground with object,0.023214286,Consortship,6.36,Manual,1
15.173,719,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,143,2,Y,Object shake,0.473214286,Consortship,1.96,Manual,1
15.173,721,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,144,1,N,Object shake,0.473214286,Consortship,3.48,Manual,1
15.174,723,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,146,1,N,Object shake,0.473214286,Consortship,9.2,Manual,1
15.174,724,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,147,1,N,Object shake,0.473214286,Consortship,15.04,Manual,1
15.175,725,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,148,1,N,Object shake,0.473214286,Consortship,6.08,Manual,1
15.185,728,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,149,1,N,Object shake,0.473214286,Consortship,8.56,Manual,1
15.186,730,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,150,2,Y,Object shake,0.473214286,Consortship,2.84,Manual,1
15.188,734,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,152,5,Y,Jump,0.023214286,Consortship,0.36,Body,2
15.188,732,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,152,5,Y,Object shake,0.473214286,Consortship,1.52,Manual,1
15.188,733,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,152,5,Y,Object shake,0.473214286,Consortship,1.12,Manual,1
15.188,736,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,152,5,Y,Object shake,0.473214286,Consortship,1.48,Manual,1
15.188,735,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,152,5,Y,Stomp object/ground,0.042857143,Consortship,0.32,Manual,1
16.1,551,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,166,1,N,Swing: directed,0.005357143,Consortship,1,Manual,1
16.4,554,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,168,2,Y,Object shake,0.473214286,Consortship,1.64,Manual,1
16.4,555,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,169,1,N,Object shake,0.473214286,Consortship,4.52,Manual,1
16.4,558,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,170,3,Y,Object move,0.082142857,Consortship,0.64,Manual,1
16.4,557,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,170,3,Y,Object shake,0.473214286,Consortship,4.2,Manual,1
16.4,556,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,170,3,Y,Shake head,0.001785714,Consortship,0.4,Manual,1
16.6,559,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,171,1,N,Swing,0.039285714,Consortship,1.48,Manual,1
16.1,560,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,172,1,N,Object shake,0.473214286,Consortship,1.36,Manual,1
16.1,561,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,173,1,N,Object shake,0.473214286,Consortship,7.28,Manual,1
16.1,562,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,174,1,N,Object shake,0.473214286,Consortship,2.4,Manual,1
18.7,391,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,177,2,Y,Object move,0.082142857,Consortship,0.6,Manual,1
18.7,392,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,177,2,Y,Object move,0.082142857,Consortship,1.04,Manual,1
18.7,393,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,178,1,N,Object move,0.082142857,Consortship,0.72,Manual,1
18.7,394,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,179,1,N,Object move,0.082142857,Consortship,0.44,Manual,1
18.7,397,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,180,4,Y,Object move,0.082142857,Consortship,4.12,Manual,1
18.7,398,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,180,4,Y,Shake arm,0.003571429,Consortship,0.84,Manual,1
18.7,395,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,180,4,Y,Swing,0.039285714,Consortship,0.96,Manual,1
18.7,396,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,180,4,Y,Swing,0.039285714,Consortship,2.12,Manual,1
18.7,399,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,181,1,N,Object move,0.082142857,Consortship,0.8,Manual,1
18.1,400,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,182,2,Y,Object move,0.082142857,Consortship,0.56,Manual,1
18.1,401,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,182,2,Y,Throw object,0.008928571,Consortship,0.36,Manual,1
18.1,402,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,183,1,N,Swing,0.039285714,Consortship,1,Manual,1
18.11,404,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,185,1,N,Object shake,0.473214286,Consortship,2.76,Manual,1
18.11,408,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,186,5,Y,Hit object/ground,0.082142857,Consortship,0.4,Manual,1
18.11,407,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,186,5,Y,Object move,0.082142857,Consortship,1.8,Manual,1
18.11,409,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,186,5,Y,Object shake,0.473214286,Consortship,1.92,Manual,1
18.11,405,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,186,5,Y,Swing,0.039285714,Consortship,2.68,Manual,1
18.11,406,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,186,5,Y,Throw object,0.008928571,Consortship,0.64,Manual,1
18.11,410,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,187,1,N,Object shake,0.473214286,Consortship,3.44,Manual,1
18.12,411,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,188,1,N,Object shake,0.473214286,Consortship,2.84,Manual,1
18.12,412,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,189,2,Y,Hit object/ground,0.082142857,Consortship,0.76,Manual,1
18.12,413,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,189,2,Y,Object shake,0.473214286,Consortship,1.52,Manual,1
18.12,414,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,190,1,N,Object shake,0.473214286,Consortship,4.6,Manual,1
18.16,420,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,192,2,Y,Object shake,0.473214286,Consortship,2.12,Manual,1
18.16,421,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,193,1,N,Object shake,0.473214286,Consortship,3,Manual,1
18.16,422,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,194,1,N,Object move,0.082142857,Consortship,5.08,Manual,1
18.17,423,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,195,1,N,Object shake,0.473214286,Consortship,2.24,Manual,1
18.17,425,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,196,2,Y,Hit object/ground with object,0.023214286,Consortship,1.28,Manual,1
18.17,424,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,196,2,Y,Object shake,0.473214286,Consortship,3.08,Manual,1
18.17,426,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,197,1,N,Hit object/ground with object,0.023214286,Consortship,0.64,Manual,1
18.18,427,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,198,1,N,Hit object/ground with object,0.023214286,Consortship,0.6,Manual,1
18.19,429,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,199,1,N,Object shake,0.473214286,Consortship,2.2,Manual,1
18.19,430,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,200,2,Y,Object move,0.082142857,Consortship,2.16,Manual,1
18.19,431,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,200,2,Y,Object shake,0.473214286,Consortship,4.64,Manual,1
18.2,433,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,201,3,Y,Object move,0.082142857,Consortship,1.6,Manual,1
18.2,432,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,201,3,Y,Swing,0.039285714,Consortship,1.92,Manual,1
18.2,434,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,201,3,Y,Swing,0.039285714,Consortship,0.88,Manual,1
18.2,435,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,202,1,N,Hit object/ground,0.082142857,Consortship,0.52,Manual,1
18.2,436,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,203,1,N,Swing,0.039285714,Consortship,1.28,Manual,1
18.2,437,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,204,1,N,Swing: with object,0.007142857,Consortship,1.44,Manual,1
18.2,438,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,205,1,N,Object shake,0.473214286,Consortship,8,Manual,1
18.2,438,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,206,1,N,Object shake,0.473214286,Consortship,1.76,Manual,1
18.2,442,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,207,3,Y,Jump,0.023214286,Consortship,0.24,Body,2
18.2,441,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,207,3,Y,Object shake,0.473214286,Consortship,7.12,Manual,1
18.2,443,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,207,3,Y,Wave,0.001785714,Consortship,0.64,Manual,1
18.21,446,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,208,3,Y,Object move,0.082142857,Consortship,0.64,Manual,1
18.21,444,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,208,3,Y,Swing: with object,0.007142857,Consortship,2.04,Manual,1
18.21,445,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,208,3,Y,Swing: with object,0.007142857,Consortship,2.08,Manual,1
18.21,447,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,209,1,N,Throw object,0.008928571,Consortship,0.56,Manual,1
18.21,449,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,210,2,Y,Object shake,0.473214286,Consortship,6.48,Manual,1
18.21,448,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,210,2,Y,Throw object,0.008928571,Consortship,0.44,Manual,1
18.22,450,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,211,1,N,Object shake,0.473214286,Consortship,1.44,Manual,1
18.23,451,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,212,5,Y,Object move,0.082142857,Consortship,1.76,Manual,1
18.23,453,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,212,5,Y,Object move,0.082142857,Consortship,1.88,Manual,1
18.23,454,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,212,5,Y,Stomp object/ground,0.042857143,Consortship,0.28,Manual,1
18.23,452,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,212,5,Y,Swing,0.039285714,Consortship,2.68,Manual,1
18.23,452,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,212,5,Y,Swing,0.039285714,Consortship,0.24,Manual,1
18.23,455,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,213,2,Y,Object move,0.082142857,Consortship,1.28,Manual,1
18.23,456,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,213,2,Y,Swing,0.039285714,Consortship,0.6,Manual,1
18.23,457,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,214,1,N,Object move,0.082142857,Consortship,0.64,Manual,1
18.27,460,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,216,1,N,Object shake,0.473214286,Consortship,0.76,Manual,1
18.27,461,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,217,1,N,Object shake,0.473214286,Consortship,2.68,Manual,1
18.27,462,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,218,1,N,Object shake,0.473214286,Consortship,1.56,Manual,1
18.28,463,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,219,1,N,Swing,0.039285714,Consortship,3.64,Manual,1
18.28,464,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,220,2,Y,Object move,0.082142857,Consortship,3.4,Manual,1
18.28,465,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,220,2,Y,Object move,0.082142857,Consortship,0.96,Manual,1
18.29,466,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,221,3,Y,Object move,0.082142857,Consortship,1.92,Manual,1
18.29,467,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,221,3,Y,Object shake,0.473214286,Consortship,1.28,Manual,1
18.29,468,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,221,3,Y,Object shake,0.473214286,Consortship,2,Manual,1
18.29,469,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,222,1,N,Object shake,0.473214286,Consortship,3.44,Manual,1
18.29,470,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,223,1,N,Object shake,0.473214286,Consortship,5.52,Manual,1
18.37,471,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,224,1,N,Object shake,0.473214286,Consortship,4.72,Manual,1
18.38,472,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,225,1,N,Object shake,0.473214286,Consortship,3.96,Manual,1
18.39,473,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,226,1,N,Object move,0.082142857,Consortship,0.76,Manual,1
18.43,475,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,228,1,N,Object shake,0.473214286,Consortship,5.48,Manual,1
18.43,476,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,229,1,N,Object shake,0.473214286,Consortship,3.52,Manual,1
18.44,477,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,230,2,Y,Object shake,0.473214286,Consortship,5.28,Manual,1
18.44,478,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,230,2,Y,Swing,0.039285714,Consortship,0.44,Manual,1
18.46,479,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,231,1,N,Object move,0.082142857,Consortship,1.04,Manual,1
18.46,480,Duane,25+,A,1120,Zimba,25+,A,Yes,Unknown,1.222222222,232,1,N,Object shake,0.473214286,Consortship,5.52,Manual,1
23.18,1189,Musa,16,A,1010,Wilma,25+,A,Yes,Unknown,1.428571429,234,1,N,Leaf clipping,0.0625,Sex,6.52,Manual,1
25.222,1289,Kwezi,13,SA,928,Bahati,13,SA,No,Unknown,1.428571429,235,2,Y,Hit object/ground,0.082142857,Sex,0.28,Manual,1
25.222,1288,Kwezi,13,SA,928,Bahati,13,SA,No,Unknown,1.428571429,235,2,Y,Object shake,0.473214286,Sex,2,Manual,1
25.222,1291,Kwezi,13,SA,928,Bahati,13,SA,No,Unknown,1.428571429,236,3,Y,Hit object/ground,0.082142857,Sex,0.4,Manual,1
25.222,1292,Kwezi,13,SA,928,Bahati,13,SA,No,Unknown,1.428571429,236,3,Y,Object shake,0.473214286,Sex,3,Manual,1
25.222,1290,Kwezi,13,SA,928,Bahati,13,SA,No,Unknown,1.428571429,236,3,Y,Stomp object/ground,0.042857143,Sex,0.28,Manual,1
27.67,1506,Zalu,12,SA,863,Unknown,NA,NA,NA,Unknown,1.428571429,237,1,N,Leaf clipping,0.0625,Sex,4.52,Manual,1
28.103,1601,Zig,11,SA,NA,Dingisha,15,A,No,Unknown,1.111111111,239,1,N,Leaf clipping,0.0625,Sex,7.28,Manual,1
30.201,1795,Pascal,10,SA,868,Bahati,13,SA,No,Unknown,1.111111111,240,1,N,Stomping object/ground,0.005357143,Sex,4,Manual,1
30.201,1796,Pascal,10,SA,868,Bahati,13,SA,No,Unknown,1.111111111,241,1,N,Stomping object/ground,0.005357143,Sex,1,Manual,1
30.209,1798,Nick,25+,A,1566,Anna,18,A,No,Unknown,1.111111111,243,3,Y,Object shake,0.473214286,Sex,2.12,Manual,1
30.209,1799,Nick,25+,A,1566,Anna,18,A,No,Unknown,1.111111111,243,3,Y,Object shake,0.473214286,Sex,5.68,Manual,1
30.209,1800,Nick,25+,A,1566,Anna,18,A,No,Unknown,1.111111111,243,3,Y,Object shake,0.473214286,Sex,4.4,Manual,1
36.222,2169,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,245,1,N,Hit object/ground,0.082142857,Sex,1.1,Manual,1
36.222,2170,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,246,1,N,Hit object/ground,0.082142857,Sex,2,Manual,1
36.222,2171,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,247,2,Y,Leaf clipping,0.0625,Sex,4.96,Manual,1
36.222,2172,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,247,2,Y,Object shake,0.473214286,Sex,1.96,Manual,1
36.222,2173,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,248,1,N,Object shake,0.473214286,Sex,2.52,Manual,1
36.222,N1,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,249,3,Y,Hit object/ground,0.082142857,Sex,0.4,Manual,1
36.222,2174,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,249,3,Y,Leaf clipping,0.0625,Sex,2.04,Manual,1
36.222,2175,Kato,15,SA,973,Bahati,13,SA,No,Unknown,1,249,3,Y,Object shake,0.473214286,Sex,2.08,Manual,1
